ID,Distance,Galactocentric Radius,Vobs,e_Vobs,Vgas,Vdisk,Vbul,SBdisk,SBbul,Radius,gobs,gbar,L10(gobs),L10(gbar),tdyn,tdyn,Luminosity,Mass
,Mpc,kpc,km/s,km/s,km/s,km/s,km/s,,,m,m/s2,,,,seconds,Gyr,,
NGC5055,9.9,0.72,125,17.6,2.2,201.48,0,4079.93,0,2.22192E+19,7.03221E-10,1.8272E-09,-9.152908392,-8.738212756,1.10273E+14,0.003496302,152.922,11.722
NGC5055,9.9,1.43,162,8.5,3.72,240.13,0,2087.92,0,4.41298E+19,5.947E-10,1.30697E-09,-9.22570193,-8.883734904,1.83753E+14,0.005826017,152.922,11.722
NGC5055,9.9,2.16,178,5.22,4.09,263.27,0,1497.11,0,6.66576E+19,4.75325E-10,1.04006E-09,-9.323009668,-8.982942123,2.5316E+14,0.008026648,152.922,11.722
NGC5055,9.9,2.87,193,1.88,5.34,280.74,0,897.98,0,8.85682E+19,4.20569E-10,8.90201E-10,-9.3761632,-9.050512126,3.15424E+14,0.010000766,152.922,11.722
NGC5055,9.9,3.59,192,3.59,6.03,273.32,0,618.08,0,1.10787E+20,3.32745E-10,6.74627E-10,-9.477887913,-9.170936212,4.05241E+14,0.012848476,152.922,11.722
NGC5055,9.9,4.3,190,0.97,5.11,272.18,0,518.18,0,1.32698E+20,2.72046E-10,5.58472E-10,-9.565357175,-9.252998906,4.87452E+14,0.015455034,152.922,11.722
NGC5055,9.9,5.03,195,0.99,8.42,273.73,0,418.28,0,1.55226E+20,2.44966E-10,4.83161E-10,-9.610894684,-9.31590838,5.66808E+14,0.017971091,152.922,11.722
NGC5055,9.9,5.75,201,0.45,14.42,276.2,0,347.11,0,1.77445E+20,2.27682E-10,4.31088E-10,-9.642671652,-9.365434258,6.41577E+14,0.020341704,152.922,11.722
NGC5055,9.9,6.46,204,0.81,19.11,279.72,0,262.38,0,1.99356E+20,2.08753E-10,3.94313E-10,-9.680368105,-9.404159094,7.1104E+14,0.022544057,152.922,11.722
NGC5055,9.9,7.18,204,0.65,22.51,275.62,0,205.49,0,2.21575E+20,1.87819E-10,3.45134E-10,-9.726260031,-9.462011758,8.01246E+14,0.025404133,152.922,11.722
NGC5055,9.9,7.91,206,0.66,25.8,271.43,0,160.87,0,2.44103E+20,1.73845E-10,3.04544E-10,-9.759837964,-9.516350521,8.95285E+14,0.028385711,152.922,11.722
NGC5055,9.9,8.62,206,1.54,28.49,267.09,0,129.11,0,2.66013E+20,1.59526E-10,2.71222E-10,-9.797168747,-9.566674387,9.9035E+14,0.031399816,152.922,11.722
NGC5055,9.9,11.49,206,1.9,33.07,245.58,0,52.63,0,3.54581E+20,1.19679E-10,1.73171E-10,-9.92198151,-9.761525219,1.43094E+15,0.045368968,152.922,11.722
NGC5055,9.9,14.3,206,0.42,45.73,225.03,0,25.15,0,4.41298E+20,9.61618E-11,1.19488E-10,-10.01699752,-9.92267638,1.92178E+15,0.060931586,152.922,11.722
NGC5055,9.9,17.19,203,4.19,47.26,208.52,0,9.46,0,5.30483E+20,7.7682E-11,8.61744E-11,-10.10967972,-10.06462164,2.48111E+15,0.078665631,152.922,11.722
NGC5055,9.9,20.07,200,1.23,44.56,190.41,0,3.58,0,6.1936E+20,6.45828E-11,6.17437E-11,-10.1898833,-10.20940767,3.1672E+15,0.100418515,152.922,11.722
NGC5055,9.9,22.96,194,4.09,40.45,175.86,0,1.78,0,7.08546E+20,5.31173E-11,4.59574E-11,-10.27476435,-10.33764417,3.9265E+15,0.124492818,152.922,11.722
NGC5055,9.9,25.85,188,5.2,37.41,164.23,0,0.59,0,7.97731E+20,4.43057E-11,3.55646E-11,-10.35354077,-10.44898181,4.73608E+15,0.150161103,152.922,11.722
NGC5055,9.9,28.74,184,1.16,38.46,154.38,0,0.15,0,8.86916E+20,3.81727E-11,2.85397E-11,-10.41824704,-10.54455012,5.57463E+15,0.176748083,152.922,11.722
NGC5055,9.9,31.62,182,2.47,40.22,146.2,0,0.09,0,9.75793E+20,3.39457E-11,2.35625E-11,-10.46921501,-10.62777937,6.4353E+15,0.204036041,152.922,11.722
NGC5055,9.9,34.51,180,3.85,42.57,139.3,0,0.04,0,1.06498E+21,3.04231E-11,1.99222E-11,-10.51679587,-10.70066315,7.31142E+15,0.231814355,152.922,11.722
NGC5055,9.9,37.4,181,8.43,40.57,133.34,0,0.01,0,1.15416E+21,2.8385E-11,1.68308E-11,-10.54691037,-10.77389575,8.28098E+15,0.262554792,152.922,11.722
NGC5055,9.9,40.29,180,4.55,41.86,128.12,0,0.01,0,1.24335E+21,2.60586E-11,1.46113E-11,-10.58404818,-10.83531012,9.22469E+15,0.292475818,152.922,11.722
NGC5055,9.9,43.17,179,0.44,42.92,123.52,0,0,0,1.33223E+21,2.40507E-11,1.28351E-11,-10.61887191,-10.89159921,1.0188E+16,0.323018133,152.922,11.722
NGC5055,9.9,45.92,179,1.96,44.68,119.59,0,0,0,1.41709E+21,2.26104E-11,1.15011E-11,-10.64569174,-10.93926161,1.11002E+16,0.351939503,152.922,11.722
NGC5055,9.9,48.81,179,2.99,44.56,115.83,0,0,0,1.50628E+21,2.12717E-11,1.02253E-11,-10.67219867,-10.99032246,1.21371E+16,0.384814925,152.922,11.722
NGC5055,9.9,51.7,174,3.39,43.74,112.43,0,0,0,1.59546E+21,1.89763E-11,9.12193E-12,-10.72178797,-11.03991327,1.32251E+16,0.419312857,152.922,11.722
NGC5055,9.9,54.59,172,4.84,41.74,109.32,0,0,0,1.68465E+21,1.75609E-11,8.12816E-12,-10.75545212,-11.09000755,1.43965E+16,0.456453557,152.922,11.722
NGC5371,39.7,1.45,216,10,0,240.9,0,1579.45,0,4.4747E+19,1.04266E-09,1.29691E-09,-8.981856422,-8.887090324,1.85749E+14,0.005889324,340.393,11.18
NGC5371,39.7,2.88,215,7,0,232.56,0,725.11,0,8.88768E+19,5.20102E-10,6.08529E-10,-9.28391149,-9.215718372,3.82167E+14,0.012116905,340.393,11.18
NGC5371,39.7,4.33,215,5,0,235.54,0,586.66,0,1.33624E+20,3.45934E-10,4.15189E-10,-9.461006898,-9.381754477,5.67308E+14,0.017986947,340.393,11.18
NGC5371,39.7,5.78,214,4,0,243.76,0,431.16,0,1.78371E+20,2.56746E-10,3.3312E-10,-9.590496213,-9.477398878,7.31748E+14,0.023200622,340.393,11.18
NGC5371,39.7,7.22,215,4,0,245.32,0,356.04,0,2.22809E+20,2.07465E-10,2.70105E-10,-9.683056199,-9.568467207,9.08239E+14,0.028796418,340.393,11.18
NGC5371,39.7,8.66,221,3,0,253,0,328.2,0,2.67248E+20,1.82756E-10,2.39512E-10,-9.738129266,-9.620672771,1.05631E+15,0.033491269,340.393,11.18
NGC5371,39.7,11.55,233,3,11.24,281.58,0,253.05,0,3.56433E+20,1.52312E-10,2.22801E-10,-9.817266064,-9.652082836,1.26482E+15,0.040102245,340.393,11.18
NGC5371,39.7,14.48,237,3,27.45,299.81,0,153.39,0,4.46853E+20,1.25699E-10,2.0284E-10,-9.900667792,-9.692846798,1.48425E+15,0.047059136,340.393,11.18
NGC5371,39.7,17.28,242,3,40.74,295.15,0,98.5,0,5.33261E+20,1.09822E-10,1.66473E-10,-9.959308928,-9.778657442,1.78978E+15,0.05674621,340.393,11.18
NGC5371,39.7,20.2,241,3,51.22,293.48,0,65.35,0,6.23372E+20,9.31723E-11,1.42377E-10,-10.03071321,-9.846559362,2.09244E+15,0.06634247,340.393,11.18
NGC5371,39.7,23.12,240,3,57.81,284.89,0,32.44,0,7.13483E+20,8.07307E-11,1.18439E-10,-10.09296127,-9.926504901,2.45439E+15,0.077818461,340.393,11.18
NGC5371,39.7,26.04,234,3,56.95,267.33,0,13.89,0,8.03594E+20,6.81389E-11,9.29681E-11,-10.16660519,-10.03166612,2.94003E+15,0.093215863,340.393,11.18
NGC5371,39.7,28.84,226,3,55.22,249.73,0,7.22,0,8.90002E+20,5.73886E-11,7.3499E-11,-10.2411743,-10.13371834,3.4798E+15,0.11032986,340.393,11.18
NGC5371,39.7,31.76,213,3,52.84,235.27,0,4.16,0,9.80114E+20,4.62895E-11,5.93238E-11,-10.33451721,-10.22677122,4.06466E+15,0.128873057,340.393,11.18
NGC5371,39.7,34.68,207,3,50.68,223.76,0,1.44,0,1.07022E+21,4.00374E-11,4.91831E-11,-10.39753432,-10.30818388,4.66476E+15,0.147899858,340.393,11.18
NGC5371,39.7,37.48,208,4,48.19,210.28,0,0,0,1.15663E+21,3.74051E-11,4.02375E-11,-10.42706883,-10.39536955,5.36145E+15,0.169989007,340.393,11.18
NGC5371,39.7,40.4,209,4,45.17,200.01,0,0,0,1.24674E+21,3.50361E-11,3.37233E-11,-10.45548471,-10.47206986,6.08028E+15,0.19277996,340.393,11.18
NGC5371,39.7,43.32,207,4,42.57,191.48,0,0,0,1.33686E+21,3.20521E-11,2.87816E-11,-10.49414368,-10.54088548,6.8153E+15,0.21608431,340.393,11.18
NGC5371,39.7,46.24,213,6,40.95,184.17,0,0,0,1.42697E+21,3.1794E-11,2.49449E-11,-10.49765454,-10.60301875,7.56339E+15,0.239802972,340.393,11.18
NGC5585,7.06,0.09,11.2,2.02,0.32,12.72,0,658.83,0,2.7774E+18,4.51645E-11,5.82922E-11,-10.34520239,-10.23438944,2.1828E+14,0.006920735,2.943,1.683
NGC5585,7.06,0.26,26.5,1.03,0.96,26.94,0,391.72,0,8.0236E+18,8.75231E-11,9.05685E-11,-10.05787752,-10.04302295,2.97643E+14,0.00943701,2.943,1.683
NGC5585,7.06,0.43,33.7,1.03,1.6,35.34,0,269.11,0,1.32698E+19,8.55846E-11,9.43101E-11,-10.06760458,-10.02544199,3.75105E+14,0.011893002,2.943,1.683
NGC5585,7.06,0.6,32.7,1.12,2.25,40.03,0,185.65,0,1.8516E+19,5.77495E-11,8.68148E-11,-10.23845167,-10.06140608,4.61824E+14,0.01464249,2.943,1.683
NGC5585,7.06,0.77,33.7,1.03,2.89,43.26,0,148.52,0,2.37622E+19,4.7794E-11,7.9108E-11,-10.32062685,-10.10177969,5.48066E+14,0.017376867,2.943,1.683
NGC5585,7.06,0.94,35.7,2.24,3.55,45.85,0,129.01,0,2.90084E+19,4.39352E-11,7.29039E-11,-10.35718734,-10.13724934,6.30793E+14,0.019999764,2.943,1.683
NGC5585,7.06,1.11,37.8,3.35,4.2,48.05,0,100.97,0,3.42546E+19,4.17124E-11,6.79162E-11,-10.3797353,-10.16802658,7.10187E+14,0.022517027,2.943,1.683
NGC5585,7.06,1.28,41.8,3.35,4.86,48.94,0,87.29,0,3.95008E+19,4.4233E-11,6.12328E-11,-10.35425333,-10.21301613,8.03177E+14,0.025465331,2.943,1.683
NGC5585,7.06,1.46,43.9,2.14,5.23,50.17,0,78.88,0,4.50556E+19,4.2774E-11,5.6472E-11,-10.36881974,-10.2481665,8.93218E+14,0.028320176,2.943,1.683
NGC5585,7.06,1.63,44.9,1.25,5.36,51.3,0,68.73,0,5.03018E+19,4.00783E-11,5.28892E-11,-10.39709084,-10.27663339,9.75233E+14,0.030920518,2.943,1.683
NGC5585,7.06,2.05,53.2,1.6,5.65,53.95,0,54.74,0,6.3263E+19,4.47377E-11,4.65126E-11,-10.34932652,-10.33242962,1.16624E+15,0.036976688,2.943,1.683
NGC5585,7.06,2.74,64.3,0.9,9.45,56.61,0,33.95,0,8.45564E+19,4.88962E-11,3.89562E-11,-10.31072454,-10.4094236,1.47328E+15,0.046711451,2.943,1.683
NGC5585,7.06,3.42,73.1,2.4,11.66,56.83,0,23.05,0,1.05541E+20,5.06306E-11,3.1889E-11,-10.29558727,-10.49635895,1.81924E+15,0.057680471,2.943,1.683
NGC5585,7.06,4.11,76.2,4.4,15.23,58.16,0,15.08,0,1.26835E+20,4.57796E-11,2.8498E-11,-10.3393278,-10.54518489,2.10965E+15,0.066888218,2.943,1.683
NGC5585,7.06,4.79,78.4,3.8,19.76,56.9,0,8.6,0,1.47819E+20,4.15816E-11,2.45439E-11,-10.38109931,-10.61005606,2.45411E+15,0.077809399,2.943,1.683
NGC5585,7.06,5.48,83.1,3.1,23.04,53.88,0,3.37,0,1.69113E+20,4.08343E-11,2.03054E-11,-10.38897443,-10.69238934,2.88591E+15,0.091500027,2.943,1.683
NGC5585,7.06,6.16,88,3,26.02,50.76,0,1.42,0,1.90098E+20,4.0737E-11,1.71155E-11,-10.39001129,-10.76661007,3.33268E+15,0.105665123,2.943,1.683
NGC5585,7.06,6.85,89.9,2.4,27.47,47.3,0,0,0,2.11391E+20,3.82325E-11,1.41534E-11,-10.41756711,-10.84914074,3.86468E+15,0.122532679,2.943,1.683
NGC5585,7.06,7.53,90.6,2.8,29.11,43.89,0,0,0,2.32376E+20,3.53236E-11,1.19364E-11,-10.4519345,-10.92312762,4.41224E+15,0.139893511,2.943,1.683
NGC5585,7.06,8.21,91.6,2.6,31.03,41.41,0,0,0,2.53361E+20,3.31171E-11,1.05685E-11,-10.47994813,-10.97598543,4.89624E+15,0.155238903,2.943,1.683
NGC5585,7.06,8.9,92.3,1.4,32.1,39.37,0,0,0,2.74654E+20,3.10183E-11,9.39512E-12,-10.50838253,-11.02709773,5.40682E+15,0.171427362,2.943,1.683
NGC5585,7.06,9.57,90.9,1,32.38,37.7,0,0,0,2.9533E+20,2.79782E-11,8.36269E-12,-10.55318009,-11.07765409,5.94266E+15,0.188416654,2.943,1.683
NGC5585,7.06,10.31,89.6,2.7,32.77,36.11,0,0,0,3.18167E+20,2.52326E-11,7.47346E-12,-10.59803857,-11.12647835,6.52479E+15,0.206873461,2.943,1.683
NGC5585,7.06,10.96,89.4,2.7,32.48,34.88,0,0,0,3.38226E+20,2.36303E-11,6.71612E-12,-10.62653144,-11.17288135,7.0965E+15,0.224999846,2.943,1.683
NGC5907,17.3,5.03,214,6,0,178.85,0,374.65,0,1.55226E+20,2.95028E-10,2.0607E-10,-9.53013636,-9.685986018,8.67911E+14,0.027517772,175.425,21.025
NGC5907,17.3,7.55,220,6,0,207.41,0,244.19,0,2.32993E+20,2.07732E-10,1.84636E-10,-9.682497512,-9.73368349,1.12335E+15,0.035616521,175.425,21.025
NGC5907,17.3,10.07,235,4,0,227.06,0,167.7,0,3.1076E+20,1.77709E-10,1.65904E-10,-9.750289668,-9.780144125,1.36863E+15,0.043393339,175.425,21.025
NGC5907,17.3,12.58,235,4,16.93,232.81,0,90.71,0,3.88219E+20,1.42252E-10,1.40352E-10,-9.846940838,-9.852782702,1.66314E+15,0.052731235,175.425,21.025
NGC5907,17.3,15.1,230,2,24.45,224.63,0,54.89,0,4.65986E+20,1.13523E-10,1.09566E-10,-9.944917197,-9.960322345,2.06228E+15,0.065386173,175.425,21.025
NGC5907,17.3,17.61,231,2,31.1,217.25,0,36.13,0,5.43445E+20,9.81903E-11,8.86287E-11,-10.00793132,-10.05242576,2.47623E+15,0.078510697,175.425,21.025
NGC5907,17.3,20.13,232,2,42.26,208.93,0,21.37,0,6.21212E+20,8.66436E-11,7.31436E-11,-10.06226373,-10.13582381,2.91428E+15,0.092399594,175.425,21.025
NGC5907,17.3,22.65,225,7,53.67,198.38,0,12.2,0,6.98979E+20,7.24271E-11,6.0424E-11,-10.14009909,-10.21879067,3.40116E+15,0.107836482,175.425,21.025
NGC5907,17.3,25.16,224,7,49.79,187.6,0,7.37,0,7.76438E+20,6.46234E-11,4.85201E-11,-10.18961052,-10.31407861,4.0003E+15,0.1268326,175.425,21.025
NGC5907,17.3,27.68,229,2,54.3,177.97,0,4.72,0,8.54205E+20,6.13916E-11,4.0531E-11,-10.21189104,-10.39221223,4.59079E+15,0.14555443,175.425,21.025
NGC5907,17.3,30.2,218,2,64.08,169.55,0,3.15,0,9.31972E+20,5.09929E-11,3.52515E-11,-10.29248988,-10.4528219,5.14177E+15,0.16302368,175.425,21.025
NGC5907,17.3,32.71,214,2,61.58,162.23,0,2.08,0,1.00943E+21,4.53682E-11,2.98294E-11,-10.34324892,-10.52535606,5.81723E+15,0.18443977,175.425,21.025
NGC5907,17.3,35.23,213,2,64.96,155.53,0,1.3,0,1.0872E+21,4.17302E-11,2.61308E-11,-10.37954936,-10.58284677,6.45027E+15,0.204510673,175.425,21.025
NGC5907,17.3,37.75,211,2,61.95,149.39,0,0.8,0,1.16497E+21,3.82166E-11,2.24515E-11,-10.41774797,-10.64875525,7.20334E+15,0.228387524,175.425,21.025
NGC5907,17.3,40.26,217,2,63.21,143.82,0,0.5,0,1.24242E+21,3.79009E-11,1.98642E-11,-10.42135022,-10.70192988,7.9086E+15,0.250748357,175.425,21.025
NGC5907,17.3,42.78,216,3,60.7,138.81,0,0.31,0,1.32019E+21,3.53403E-11,1.73859E-11,-10.4517292,-10.75980281,8.71404E+15,0.276285482,175.425,21.025
NGC5907,17.3,45.29,215,3,60.57,134.25,0,0.2,0,1.39765E+21,3.30734E-11,1.55202E-11,-10.48052132,-10.8091029,9.48966E+15,0.300876926,175.425,21.025
NGC5907,17.3,47.81,217,5,60.07,130.16,0,0.12,0,1.47542E+21,3.19157E-11,1.39283E-11,-10.4959952,-10.85610219,1.02922E+16,0.326322291,175.425,21.025
NGC5907,17.3,50.33,214,5,62.33,126.52,0,0,0,1.55318E+21,2.94852E-11,1.28075E-11,-10.53039531,-10.89253699,1.10123E+16,0.349154975,175.425,21.025
NGC5985,39.7,3.54,223,8,-9.23,117.85,111.1,339.07,0.95,1.09244E+20,4.55209E-10,2.409E-10,-9.341789458,-9.618162384,6.73412E+14,0.021351043,208.728,11.586
NGC5985,39.7,4.23,230,6.13,-10.88,124.82,101.71,298.47,0.1,1.30538E+20,4.05247E-10,1.99508E-10,-9.392280617,-9.70003976,8.08887E+14,0.025646396,208.728,11.586
NGC5985,39.7,4.97,248,5.1,-12.52,131.42,93.86,286.51,0.01,1.53374E+20,4.01006E-10,1.7107E-10,-9.396848949,-9.766827105,9.46869E+14,0.030021198,208.728,11.586
NGC5985,39.7,5.74,258,6.6,-13.93,141.81,87.33,272.43,0,1.77136E+20,3.75778E-10,1.57679E-10,-9.425068402,-9.802226773,1.05991E+15,0.033605132,208.728,11.586
NGC5985,39.7,6.47,263,7,-14.91,151.83,82.27,259.83,0,1.99664E+20,3.46427E-10,1.50468E-10,-9.460388705,-9.822556761,1.15194E+15,0.036523029,208.728,11.586
NGC5985,39.7,7.22,272,6.25,-15.46,163.57,77.87,245.34,0,2.22809E+20,3.32051E-10,1.48369E-10,-9.478795311,-9.828657944,1.22545E+15,0.038853831,208.728,11.586
NGC5985,39.7,8.02,287,4.01,-16,173.43,73.88,221.13,0,2.47497E+20,3.32808E-10,1.44617E-10,-9.477806497,-9.839781662,1.30821E+15,0.041477664,208.728,11.586
NGC5985,39.7,8.79,289,7.25,-16.33,181.85,70.57,206.96,0,2.71259E+20,3.07901E-10,1.41253E-10,-9.511589111,-9.850002181,1.38578E+15,0.043937142,208.728,11.586
NGC5985,39.7,9.5,292,6.93,-16.22,190.1,67.89,195.87,0,2.9317E+20,2.90835E-10,1.39885E-10,-9.536353824,-9.854228164,1.44768E+15,0.045899944,208.728,11.586
NGC5985,39.7,10.27,302,10.4,-15.46,200.43,65.29,182.8,0,3.16932E+20,2.87771E-10,1.40958E-10,-9.540952479,-9.850911714,1.49947E+15,0.047541989,208.728,11.586
NGC5985,39.7,11.08,302,10.3,-13.5,209.52,62.86,157,0,3.41929E+20,2.66734E-10,1.40474E-10,-9.573921796,-9.852402661,1.56016E+15,0.049466079,208.728,11.586
NGC5985,39.7,11.82,304,10.4,-9.2,214.14,60.86,137.98,0,3.64765E+20,2.53358E-10,1.361E-10,-9.596266231,-9.866142089,1.63711E+15,0.05190582,208.728,11.586
NGC5985,39.7,12.56,303,10.4,5.72,217.36,59.04,121.99,0,3.87602E+20,2.36864E-10,1.30969E-10,-9.625500304,-9.882831355,1.72032E+15,0.054543973,208.728,11.586
NGC5985,39.7,13.39,305,10.1,13.39,220.24,57.18,107.78,0,4.13215E+20,2.25125E-10,1.25732E-10,-9.64757682,-9.900553312,1.81286E+15,0.057478208,208.728,11.586
NGC5985,39.7,14.1,300,8.78,17.64,222.33,55.72,94.35,0,4.35126E+20,2.06837E-10,1.21451E-10,-9.684372525,-9.915598666,1.89281E+15,0.060012976,208.728,11.586
NGC5985,39.7,14.93,295,9.72,21.66,222.27,54.15,78.95,0,4.6074E+20,1.88881E-10,1.1461E-10,-9.723811697,-9.94077796,2.00501E+15,0.063570431,208.728,11.586
NGC5985,39.7,15.64,294,5.32,24.38,221.26,52.91,70.86,0,4.8265E+20,1.79086E-10,1.08463E-10,-9.74693801,-9.964717311,2.10948E+15,0.066882624,208.728,11.586
NGC5985,39.7,16.35,290,5.32,26.24,221.1,51.75,65.3,0,5.04561E+20,1.6668E-10,1.03559E-10,-9.778117683,-9.984812339,2.20731E+15,0.069984412,208.728,11.586
NGC5985,39.7,17.18,291,4.03,27.98,220.98,50.48,55.24,0,5.30175E+20,1.59723E-10,9.83888E-11,-9.796633103,-10.00705426,2.32133E+15,0.07359952,208.728,11.586
NGC5985,39.7,17.89,286,3.25,29.72,218.99,49.47,45.95,0,5.52085E+20,1.48158E-10,9.28972E-11,-9.829274196,-10.03199745,2.43782E+15,0.077293,208.728,11.586
NGC5985,39.7,18.72,287,3.61,31.57,215.15,48.36,40.15,0,5.77699E+20,1.42581E-10,8.59009E-11,-9.845937973,-10.06600232,2.5933E+15,0.082222439,208.728,11.586
NGC5985,39.7,19.44,294,3.35,33.2,212.39,47.46,37.57,0,5.99918E+20,1.4408E-10,8.07847E-11,-9.841397521,-10.0926711,2.72509E+15,0.086401235,208.728,11.586
NGC5985,39.7,20.26,290,3.75,35.16,210.49,46.49,34.32,0,6.25224E+20,1.34512E-10,7.62984E-11,-9.871239367,-10.11748434,2.86259E+15,0.090760768,208.728,11.586
NGC5985,39.7,20.98,288,3.04,37.01,208.75,45.68,31.09,0,6.47443E+20,1.2811E-10,7.26442E-11,-9.89241643,-10.13879905,2.98538E+15,0.094653905,208.728,11.586
NGC5985,39.7,21.69,290,6.4,38.65,206.74,44.93,28.12,0,6.69353E+20,1.25644E-10,6.91024E-11,-9.900859478,-10.1605066,3.1123E+15,0.098677775,208.728,11.586
NGC5985,39.7,22.52,294,4.19,40.5,204.38,44.09,25.48,0,6.94967E+20,1.24374E-10,6.52626E-11,-9.905269647,-10.18533567,3.26325E+15,0.10346377,208.728,11.586
NGC5985,39.7,23.23,297,4.12,41.91,202.43,43.41,23.71,0,7.16878E+20,1.23046E-10,6.22404E-11,-9.909932233,-10.20592743,3.3938E+15,0.107603052,208.728,11.586
NGC5985,39.7,24.06,293,5.15,43.22,200.72,42.66,22,0,7.42492E+20,1.15623E-10,5.92281E-11,-9.936956304,-10.22747224,3.54064E+15,0.112258751,208.728,11.586
NGC5985,39.7,24.77,291,6.21,44.2,199.42,42.04,20.53,0,7.64402E+20,1.10781E-10,5.68933E-11,-9.95553595,-10.24493913,3.66548E+15,0.116216781,208.728,11.586
NGC5985,39.7,25.95,297,4,45.18,197.86,41.07,18.46,0,8.00817E+20,1.10149E-10,5.3541E-11,-9.958020385,-10.27131338,3.86744E+15,0.122620094,208.728,11.586
NGC5985,39.7,28.92,292,4,43.33,193.43,38.91,10.08,0,8.92471E+20,9.5537E-11,4.57232E-11,-10.01982851,-10.33986335,4.41803E+15,0.140077084,208.728,11.586
NGC5985,39.7,31.76,288,4,45.72,184.74,37.13,6.27,0,9.80114E+20,8.46269E-11,3.83607E-11,-10.07249144,-10.41611372,5.0547E+15,0.16026304,208.728,11.586
NGC5985,39.7,34.72,285,4,47.57,180.34,35.51,3.62,0,1.07146E+21,7.58078E-11,3.36423E-11,-10.12028592,-10.47311397,5.64345E+15,0.178929982,208.728,11.586
NGC6015,17,0.34,35.5,2.1,-2.27,41.97,0,934.63,0,1.04924E+19,1.20111E-10,1.68373E-10,-9.920418133,-9.773728303,2.49633E+14,0.007914799,32.129,5.834
NGC6015,17,0.67,62.4,4.2,-3.73,62.26,0,735.05,0,2.06762E+19,1.88321E-10,1.8815E-10,-9.725101545,-9.725496506,3.315E+14,0.010510465,32.129,5.834
NGC6015,17,1,90.7,3.8,-5.02,80.4,0,565.71,0,3.086E+19,2.66575E-10,2.10284E-10,-9.574181348,-9.677194027,3.83085E+14,0.012146,32.129,5.834
NGC6015,17,1.32,104,2,-6.13,86.74,0,426.63,0,4.07352E+19,2.6552E-10,1.85623E-10,-9.575903174,-9.731367382,4.68456E+14,0.014852752,32.129,5.834
NGC6015,17,1.65,105,2.4,-7.07,92.13,0,379.56,0,5.0919E+19,2.1652E-10,1.67677E-10,-9.664501268,-9.775527693,5.51066E+14,0.017471979,32.129,5.834
NGC6015,17,1.98,108,2,-7.85,97.94,0,356.73,0,6.11028E+19,1.90891E-10,1.57994E-10,-9.719213601,-9.801359841,6.21886E+14,0.019717361,32.129,5.834
NGC6015,17,2.31,116,2.3,-8.46,104.95,0,324.56,0,7.12866E+19,1.88759E-10,1.55514E-10,-9.724091923,-9.808230125,6.77047E+14,0.021466306,32.129,5.834
NGC6015,17,2.63,130,3.3,-8.8,112.27,0,313.54,0,8.11618E+19,2.08226E-10,1.56256E-10,-9.681464966,-9.806164165,7.20706E+14,0.022850527,32.129,5.834
NGC6015,17,2.96,141,2.2,-8.85,120.94,0,291.35,0,9.13456E+19,2.17646E-10,1.6098E-10,-9.662249407,-9.793228331,7.53283E+14,0.023883408,32.129,5.834
NGC6015,17,3.28,146,1.6,-8.55,129.34,0,267.64,0,1.01221E+20,2.10589E-10,1.65993E-10,-9.676564054,-9.779910385,7.8089E+14,0.024758731,32.129,5.834
NGC6015,17,3.61,150,1.4,-7.82,137.29,0,237.08,0,1.11405E+20,2.01967E-10,1.69739E-10,-9.694720606,-9.770218565,8.10141E+14,0.025686158,32.129,5.834
NGC6015,17,3.94,152,1.1,-6.39,143.65,0,203.58,0,1.21588E+20,1.90018E-10,1.7005E-10,-9.721204968,-9.769422373,8.45585E+14,0.026809923,32.129,5.834
NGC6015,17,4.27,155,1.3,-3.64,148.22,0,167.76,0,1.31772E+20,1.82322E-10,1.66821E-10,-9.7391604,-9.777748335,8.88763E+14,0.028178922,32.129,5.834
NGC6015,17,4.6,152,1.8,4.74,149.97,0,135.4,0,1.41956E+20,1.62755E-10,1.58595E-10,-9.788466578,-9.799711344,9.4609E+14,0.029996519,32.129,5.834
NGC6015,17,4.94,150,2.4,8.31,149.81,0,108.33,0,1.52448E+20,1.47591E-10,1.4767E-10,-9.830940353,-9.830707012,1.01605E+15,0.032214638,32.129,5.834
NGC6015,17,5.3,147,5.5,11.17,147.82,0,88.44,0,1.63558E+20,1.32118E-10,1.34359E-10,-9.879037122,-9.871732605,1.10332E+15,0.034981668,32.129,5.834
NGC6015,17,5.63,145,3.8,13.71,145.9,0,80.36,0,1.73742E+20,1.21013E-10,1.23602E-10,-9.917168312,-9.907975713,1.1856E+15,0.037590519,32.129,5.834
NGC6015,17,5.96,152,4.1,15.93,145.72,0,73.42,0,1.83926E+20,1.25616E-10,1.1683E-10,-9.900955006,-9.932444503,1.25471E+15,0.039781546,32.129,5.834
NGC6015,17,6.27,149,1.4,18.03,145.22,0,63.15,0,1.93492E+20,1.14738E-10,1.10671E-10,-9.940290926,-9.955967098,1.32226E+15,0.04192312,32.129,5.834
NGC6015,17,8.24,149,4,27.98,136.77,0,23.82,0,2.54286E+20,8.73071E-11,7.66416E-11,-10.0589506,-10.11553551,1.8215E+15,0.05775208,32.129,5.834
NGC6015,17,10.3,146,4,36.61,123.8,0,11.23,0,3.17858E+20,6.70614E-11,5.24345E-11,-10.17352743,-10.28038269,2.46211E+15,0.078063178,32.129,5.834
