ID,Distance,Galactocentric Radius,Vobs,e_Vobs,Vgas,Vdisk,Vbul,SBdisk,SBbul,Radius,gobs,gbar,L10(gobs),L10(gbar),tdyn,tdyn,Luminosity,Mass
,Mpc,kpc,km/s,km/s,km/s,km/s,km/s,,,m,m/s2,,,,seconds,Gyr,,
UGC06923,18,1.94,53.9,5.9,16.49,55.16,0,51.5,0,5.98684E+19,4.85266E-11,5.53639E-11,-10.31402012,-10.25677364,1.03989E+15,0.03297038,2.89,0.809
UGC06923,18,2.87,73,4.7,21.98,56.07,0,27.77,0,8.85682E+19,6.01683E-11,4.09511E-11,-10.2206321,-10.38773442,1.47064E+15,0.046627747,2.89,0.809
UGC06923,18,3.72,78.4,3.9,25,55.82,0,15.87,0,1.14799E+20,5.35418E-11,3.25862E-11,-10.27130674,-10.48696597,1.87695E+15,0.059510106,2.89,0.809
UGC06923,18,4.47,79.3,5.3,28.23,53.8,0,8.68,0,1.37944E+20,4.55872E-11,2.67599E-11,-10.34115707,-10.57251553,2.27044E+15,0.071985959,2.89,0.809
UGC06923,18,5.16,81.1,5.1,30.82,51.88,0,5.5,0,1.59238E+20,4.13044E-11,2.28678E-11,-10.38400391,-10.64077642,2.63883E+15,0.083666063,2.89,0.809
UGC06930,18,1.74,54.7,8.3,0,52.62,0,88.43,0,5.36964E+19,5.57224E-11,5.15652E-11,-10.25397052,-10.28764348,1.02046E+15,0.032354347,8.932,3.237
UGC06930,18,3.5,85.4,7,5.24,59.95,0,40.84,0,1.0801E+20,6.7523E-11,3.35289E-11,-10.17054822,-10.47458026,1.79483E+15,0.05690631,8.932,3.237
UGC06930,18,5.24,93.8,6.2,17.89,62.66,0,24.98,0,1.61706E+20,5.441E-11,2.62595E-11,-10.26432153,-10.5807137,2.48154E+15,0.078678988,8.932,3.237
UGC06930,18,6.98,98.7,5.2,25.97,65.09,0,17.98,0,2.15403E+20,4.52255E-11,2.27998E-11,-10.34461704,-10.64206823,3.07369E+15,0.097453648,8.932,3.237
UGC06930,18,8.72,103,5.2,29.85,66.99,0,10.91,0,2.69099E+20,3.94241E-11,1.99877E-11,-10.40423796,-10.69923649,3.66923E+15,0.116335634,8.932,3.237
UGC06930,18,10.47,107,5.2,34.48,67.16,0,6.05,0,3.23104E+20,3.54344E-11,1.76393E-11,-10.45057505,-10.75351834,4.27987E+15,0.135696543,8.932,3.237
UGC06930,18,12.19,109,5.2,40.3,63.93,0,2.66,0,3.76183E+20,3.1583E-11,1.51818E-11,-10.50054663,-10.81867721,4.97781E+15,0.157825338,8.932,3.237
UGC06930,18,13.94,108,7.4,42.57,59.68,0,0.84,0,4.30188E+20,2.71137E-11,1.2492E-11,-10.56681118,-10.90336852,5.86832E+15,0.186059531,8.932,3.237
UGC06930,18,15.68,108,7.4,40.84,54.03,0,0,0,4.83885E+20,2.41049E-11,9.47983E-12,-10.61789447,-11.02319937,7.14448E+15,0.226521269,8.932,3.237
UGC06930,18,16.61,108,7.4,39.98,51.7,0,0,0,5.12585E+20,2.27553E-11,8.33285E-12,-10.64291804,-11.07920645,7.84307E+15,0.248670527,8.932,3.237
UGC06973,18,1.74,170,4.7,2.96,330.95,134.59,2252.19,0.01,5.36964E+19,5.38211E-10,2.37728E-09,-9.269047327,-8.623920499,1.50291E+14,0.00476509,53.87,1.753
UGC06973,18,2.61,174,4.2,15.3,283.41,109.85,361.45,0,8.05446E+19,3.75891E-10,1.14995E-09,-9.424937933,-8.939320677,2.64654E+14,0.008391061,53.87,1.753
UGC06973,18,3.5,170,4.2,20.26,251.38,94.86,101.13,0,1.0801E+20,2.67568E-10,6.72167E-10,-9.572566123,-9.17252261,4.00861E+14,0.012709592,53.87,1.753
UGC06973,18,4.37,170,4.3,23.49,223.34,84.89,48.49,0,1.34858E+20,2.14299E-10,4.27403E-10,-9.668979516,-9.369162068,5.6172E+14,0.017809758,53.87,1.753
UGC06973,18,5.32,171,4.8,28.67,203.29,76.94,24.38,0,1.64175E+20,1.78109E-10,2.92788E-10,-9.749315333,-9.533446473,7.48819E+14,0.023741892,53.87,1.753
UGC06973,18,6.28,174,4.9,33.19,186.33,70.82,9.11,0,1.93801E+20,1.56222E-10,2.10711E-10,-9.806257069,-9.676313249,9.59035E+14,0.03040694,53.87,1.753
UGC06973,18,6.81,177,10.1,32.98,178.04,68,5.17,0,2.10157E+20,1.49075E-10,1.7801E-10,-9.826596501,-9.749556231,1.08655E+15,0.034449898,53.87,1.753
UGC06973,18,7.33,178,6.3,32.11,170.62,65.55,3.87,0,2.26204E+20,1.40068E-10,1.52248E-10,-9.853659892,-9.817448872,1.21892E+15,0.038646725,53.87,1.753
UGC06973,18,7.85,180,7.7,30.71,164.4,63.34,2.91,0,2.42251E+20,1.33746E-10,1.32022E-10,-9.873720568,-9.87935426,1.3546E+15,0.042948523,53.87,1.753
UGC06983,18,1.74,56.9,6.6,0,57.53,0,98.9,0,5.36964E+19,6.02947E-11,6.16373E-11,-10.21972064,-10.21015642,9.33363E+14,0.029593008,5.298,2.967
UGC06983,18,2.61,87.4,4.8,0,63.17,0,46.82,0,8.05446E+19,9.48389E-11,4.95433E-11,-10.02301356,-10.30501468,1.27505E+15,0.040426288,5.298,2.967
UGC06983,18,3.5,92.1,5.7,0,61.1,0,24.53,0,1.0801E+20,7.85336E-11,3.45636E-11,-10.10494471,-10.46138155,1.76776E+15,0.056048122,5.298,2.967
UGC06983,18,4.37,93.5,5.2,8.69,59.01,0,17.42,0,1.34858E+20,6.48255E-11,2.6381E-11,-10.18825414,-10.5787085,2.26096E+15,0.071685487,5.298,2.967
UGC06983,18,5.24,98.2,4.4,16.6,57.64,0,11.69,0,1.61706E+20,5.96343E-11,2.22498E-11,-10.22450423,-10.65267455,2.69588E+15,0.085475016,5.298,2.967
UGC06983,18,6.11,99.7,4.4,18.86,56.44,0,10.25,0,1.88555E+20,5.27173E-11,1.87806E-11,-10.27804682,-10.72628996,3.16857E+15,0.100462009,5.298,2.967
UGC06983,18,6.98,102,3.5,23.82,56.03,0,7.82,0,2.15403E+20,4.83002E-11,1.72085E-11,-10.316051,-10.76425766,3.53797E+15,0.112174157,5.298,2.967
UGC06983,18,7.85,107,4.4,29.74,55.57,0,5.78,0,2.42251E+20,4.72609E-11,1.63983E-11,-10.32549802,-10.78520249,3.84356E+15,0.121863135,5.298,2.967
UGC06983,18,8.72,108,4.4,30.17,54.32,0,3.82,0,2.69099E+20,4.33446E-11,1.43475E-11,-10.3630649,-10.84322483,4.3308E+15,0.137311506,5.298,2.967
UGC06983,18,9.6,110,4.4,31.9,52.55,0,2.7,0,2.96256E+20,4.08431E-11,1.27562E-11,-10.38888178,-10.89427733,4.81917E+15,0.152795497,5.298,2.967
UGC06983,18,10.47,113,4.4,35.89,51.23,0,1.88,0,3.23104E+20,3.95198E-11,1.21094E-11,-10.40318572,-10.9168766,5.16547E+15,0.163775114,5.298,2.967
UGC06983,18,11.35,110,5.2,38.26,49.57,0,1.1,0,3.50261E+20,3.45457E-11,1.11945E-11,-10.46160641,-10.95099356,5.59362E+15,0.177349913,5.298,2.967
UGC06983,18,12.19,108,5.7,39.33,47.76,0,0.58,0,3.76183E+20,3.10062E-11,1.01755E-11,-10.50855212,-10.99244284,6.08025E+15,0.192778922,5.298,2.967
UGC06983,18,13.12,109,8.6,40.63,45.68,0,0,0,4.04883E+20,2.93443E-11,9.23096E-12,-10.53247676,-11.03475328,6.6228E+15,0.209980919,5.298,2.967
UGC06983,18,13.94,108,9.8,40.95,43.38,0,0,0,4.30188E+20,2.71137E-11,8.27248E-12,-10.56681118,-11.08236403,7.21126E+15,0.228638665,5.298,2.967
UGC06983,18,14.86,108,9.8,40.63,41.42,0,0,0,4.5858E+20,2.54351E-11,7.34096E-12,-10.59456722,-11.1342473,7.90371E+15,0.250593225,5.298,2.967
UGC06983,18,15.68,109,12.3,40.09,39.99,0,0,0,4.83885E+20,2.45534E-11,6.62639E-12,-10.60988898,-11.17872317,8.5454E+15,0.270938602,5.298,2.967
UGC07089,18,0.87,20.9,4.7,4.05,19.26,0,68.02,0,2.68482E+19,1.62696E-11,1.44274E-11,-10.7886226,-10.8408115,1.36415E+15,0.043251547,3.585,1.214
UGC07089,18,1.74,36.4,3.9,8.89,32.89,0,56.39,0,5.36964E+19,2.4675E-11,2.16175E-11,-10.6077424,-10.66519368,1.57605E+15,0.049969814,3.585,1.214
UGC07089,18,2.61,43.4,3.9,12.07,42.35,0,36.37,0,8.05446E+19,2.33853E-11,2.40762E-11,-10.63105697,-10.61841217,1.82904E+15,0.057991269,3.585,1.214
UGC07089,18,3.5,51.2,4.7,13.47,46.88,0,25.35,0,1.0801E+20,2.42703E-11,2.20274E-11,-10.61492404,-10.65703752,2.21437E+15,0.070208397,3.585,1.214
UGC07089,18,4.37,59.7,3.9,14.33,50.13,0,17.79,0,1.34858E+20,2.64284E-11,2.01572E-11,-10.5779287,-10.69556946,2.58657E+15,0.082009039,3.585,1.214
UGC07089,18,5.24,64.5,4.4,18.1,50.81,0,11.52,0,1.61706E+20,2.57272E-11,1.7991E-11,-10.58960778,-10.74494376,2.99803E+15,0.095054744,3.585,1.214
UGC07089,18,6.11,67.9,3.9,21.23,49.78,0,7.62,0,1.88555E+20,2.44513E-11,1.55327E-11,-10.61169758,-10.80875315,3.48414E+15,0.110467228,3.585,1.214
UGC07089,18,6.55,72.8,7.3,22.41,49.26,0,6.38,0,2.02133E+20,2.62196E-11,1.44893E-11,-10.58137446,-10.83895407,3.73504E+15,0.118422428,3.585,1.214
UGC07089,18,6.98,70.3,6.1,23.49,48.73,0,5.35,0,2.15403E+20,2.29435E-11,1.35857E-11,-10.63934069,-10.8669187,3.98185E+15,0.126247658,3.585,1.214
UGC07089,18,7.85,73.7,6.1,25.32,47.5,0,3.71,0,2.42251E+20,2.24217E-11,1.19601E-11,-10.6493306,-10.92226426,4.50054E+15,0.142693184,3.585,1.214
UGC07089,18,8.72,77.6,6.1,26.4,46.22,0,2.54,0,2.69099E+20,2.23775E-11,1.05286E-11,-10.65018896,-10.97762775,5.05557E+15,0.160290724,3.585,1.214
UGC07089,18,9.16,79.1,7.3,26.4,45.5,0,2.07,0,2.82678E+20,2.21341E-11,9.78928E-12,-10.65493843,-11.00924928,5.37366E+15,0.17037609,3.585,1.214
UGC07125,19.8,1.44,26.1,3.3,9.09,27.58,0,52.23,0,4.44384E+19,1.53293E-11,1.89765E-11,-10.8144774,-10.7217843,1.53028E+15,0.048518757,2.712,4.629
UGC07125,19.8,2.88,43,3.47,16.12,37.24,0,20.28,0,8.88768E+19,2.08041E-11,1.85276E-11,-10.6818515,-10.73218131,2.19021E+15,0.069442152,2.712,4.629
UGC07125,19.8,4.33,48.5,2.35,15.32,39.71,0,10.63,0,1.33624E+20,1.76035E-11,1.35574E-11,-10.75440034,-10.86782474,3.13946E+15,0.099538844,2.712,4.629
UGC07125,19.8,5.76,52.5,2,18.34,39.12,0,5.58,0,1.77754E+20,1.5506E-11,1.05018E-11,-10.8094998,-10.9787369,4.11413E+15,0.130441554,2.712,4.629
UGC07125,19.8,7.2,56.4,2.05,17.63,37.66,0,3.45,0,2.22192E+20,1.43163E-11,7.78197E-12,-10.84417021,-11.10891019,5.34342E+15,0.169417245,2.712,4.629
UGC07125,19.8,8.64,58.5,2.21,22.27,36.69,0,2.77,0,2.6663E+20,1.28352E-11,6.90885E-12,-10.89159793,-11.16059434,6.21229E+15,0.196965568,2.712,4.629
UGC07125,19.8,10.08,61.5,2.1,25.8,36.12,0,1.68,0,3.11069E+20,1.21589E-11,6.33395E-12,-10.91510622,-11.19832533,7.00795E+15,0.222192402,2.712,4.629
UGC07125,19.8,11.47,64.6,2.01,29.52,34.86,0,1.05,0,3.53964E+20,1.17898E-11,5.89509E-12,-10.9284943,-11.22950973,7.7488E+15,0.245681721,2.712,4.629
UGC07125,19.8,13,65.6,2.12,36.98,33.7,0,0.49,0,4.0118E+20,1.07268E-11,6.23962E-12,-10.9695316,-11.20484192,8.01845E+15,0.254231235,2.712,4.629
UGC07125,19.8,14.42,65.4,2.65,38.39,31.99,0,0,0,4.45001E+20,9.61157E-12,5.61156E-12,-11.01720569,-11.25091617,8.9051E+15,0.282342975,2.712,4.629
UGC07125,19.8,15.84,65.5,3.05,37.89,29.33,0,0,0,4.88822E+20,8.7767E-12,4.6968E-12,-11.0566685,-11.32819794,1.02017E+16,0.323454227,2.712,4.629
UGC07125,19.8,17.26,65.1,3.22,39,27.53,0,0,0,5.32644E+20,7.95656E-12,4.27847E-12,-11.09927474,-11.36871127,1.11577E+16,0.353762915,2.712,4.629
UGC07125,19.8,18.68,64.9,3.48,34.46,26.15,0,0,0,5.76465E+20,7.30662E-12,3.24619E-12,-11.1362834,-11.4886261,1.3326E+16,0.422510747,2.712,4.629
UGC07151,6.87,0.5,24.2,2.18,-0.51,24.79,0,167.58,0,1.543E+19,3.79546E-11,3.98447E-11,-10.42073519,-10.3996291,6.22297E+14,0.019730397,2.284,0.616
UGC07151,6.87,1,42,2.91,-5.39,39.13,0,101.17,0,3.086E+19,5.71614E-11,5.05576E-11,-10.24289734,-10.29621314,7.81276E+14,0.02477096,2.284,0.616
UGC07151,6.87,1.5,59.4,2.4,-5.79,45.87,0,67.11,0,4.629E+19,7.62229E-11,4.6178E-11,-10.11791429,-10.3355646,1.00121E+15,0.031744186,2.284,0.616
UGC07151,6.87,2,63.9,2.01,7.68,49.56,0,35.27,0,6.172E+19,6.6157E-11,4.07514E-11,-10.1794242,-10.38985754,1.23067E+15,0.039019351,2.284,0.616
UGC07151,6.87,2.49,66,2,15.55,48.96,0,24.9,0,7.68414E+19,5.66882E-11,3.4342E-11,-10.2465074,-10.46417495,1.49584E+15,0.047426756,2.284,0.616
UGC07151,6.87,3,67.2,2.07,19.33,48.14,0,18.24,0,9.258E+19,4.87777E-11,2.90679E-11,-10.31177863,-10.53658597,1.78464E+15,0.05658351,2.284,0.616
UGC07151,6.87,3.49,68.7,2.38,19.89,46.88,0,13.06,0,1.07701E+20,4.3822E-11,2.4079E-11,-10.35830787,-10.6183608,2.11491E+15,0.067054725,2.284,0.616
UGC07151,6.87,4,71.3,2.91,25.08,45.84,0,12.13,0,1.2344E+20,4.11835E-11,2.21185E-11,-10.38527685,-10.65524364,2.36238E+15,0.074901081,2.284,0.616
UGC07151,6.87,4.49,72.5,3.21,25.36,46.88,0,11.01,0,1.38561E+20,3.79344E-11,2.05026E-11,-10.42096625,-10.68819182,2.59966E+15,0.082424316,2.284,0.616
UGC07151,6.87,5.01,74,3.41,26.06,48.01,0,7.73,0,1.54609E+20,3.54185E-11,1.93009E-11,-10.45077021,-10.71442265,2.83027E+15,0.089735949,2.284,0.616
UGC07151,6.87,5.5,76.2,3.17,28.3,47.84,0,5,0,1.6973E+20,3.42099E-11,1.82028E-11,-10.46584867,-10.7398626,3.05359E+15,0.096816397,2.284,0.616
UGC07232,2.83,0.21,16.4,3.3,3.43,15.55,0,132.25,0,6.4806E+18,4.15023E-11,3.91271E-11,-10.38192752,-10.4075218,4.06976E+14,0.012903479,0.113,0.046
UGC07232,2.83,0.41,26.2,3.3,6.87,25.1,0,74.94,0,1.26526E+19,5.42529E-11,5.35231E-11,-10.2655772,-10.2714584,4.86205E+14,0.015415492,0.113,0.046
UGC07232,2.83,0.62,35.2,3.3,10.25,25.64,0,17.85,0,1.91332E+19,6.47586E-11,3.98507E-11,-10.18870228,-10.39956365,6.92908E+14,0.021969185,0.113,0.046
UGC07232,2.83,0.82,44,3.3,12.77,24.3,0,9.49,0,2.53052E+19,7.6506E-11,2.9779E-11,-10.11630442,-10.52609027,9.21828E+14,0.029227275,0.113,0.046
UGC07261,13.1,0.95,46.8,5.66,3.86,27.74,0,97.09,0,2.9317E+19,7.47089E-11,2.67561E-11,-10.12662782,-10.57257796,1.04676E+15,0.033188456,1.753,1.388
UGC07261,13.1,1.9,63,5.66,4.52,51.06,0,46.46,0,5.8634E+19,6.76911E-11,4.48128E-11,-10.16946842,-10.34859787,1.14386E+15,0.036267031,1.753,1.388
UGC07261,13.1,2.86,66.8,5.66,4.73,51.26,0,20.02,0,8.82596E+19,5.05581E-11,3.00246E-11,-10.29620903,-10.52252255,1.71452E+15,0.05436014,1.753,1.388
UGC07261,13.1,3.81,69.6,5.66,12.72,49.4,0,7.49,0,1.17577E+20,4.12E-11,2.21316E-11,-10.38510242,-10.65498717,2.30491E+15,0.073078958,1.753,1.388
UGC07261,13.1,4.76,73.4,5.66,18.24,44.13,0,1.46,0,1.46894E+20,3.66766E-11,1.55225E-11,-10.43561075,-10.8090386,3.07624E+15,0.097534677,1.753,1.388
UGC07261,13.1,5.72,74.7,5.66,23.64,39.21,0,0,0,1.76519E+20,3.16118E-11,1.18756E-11,-10.50015075,-10.92534396,3.85539E+15,0.122238009,1.753,1.388
UGC07261,13.1,6.67,76.1,5.66,29.52,35.32,0,0,0,2.05836E+20,2.8135E-11,1.02943E-11,-10.55075244,-10.98740457,4.4716E+15,0.141775594,1.753,1.388
UGC07323,8,0.58,23.9,3.87,1.43,21.96,0,135.84,0,1.78988E+19,3.19133E-11,2.70569E-11,-10.49602811,-10.56772155,8.13341E+14,0.025787607,4.109,0.722
UGC07323,8,1.17,34.7,3.87,3.24,34.79,0,96.51,0,3.61062E+19,3.33486E-11,3.38125E-11,-10.47692283,-10.47092243,1.03336E+15,0.03276351,4.109,0.722
UGC07323,8,1.75,42.8,3.87,-0.61,43.08,0,71.26,0,5.4005E+19,3.39198E-11,3.4372E-11,-10.46954643,-10.46379552,1.25347E+15,0.039742305,4.109,0.722
UGC07323,8,2.33,51.3,3.87,-3.66,48.67,0,55.55,0,7.19038E+19,3.66002E-11,3.31299E-11,-10.43651711,-10.47978009,1.47321E+15,0.046709399,4.109,0.722
UGC07323,8,2.91,57.7,3.87,9.71,52.39,0,42.67,0,8.98026E+19,3.70734E-11,3.16137E-11,-10.43093728,-10.5001241,1.68541E+15,0.053437338,4.109,0.722
UGC07323,8,3.5,67.3,3.87,13.91,55.75,0,35.03,0,1.0801E+20,4.1934E-11,3.05671E-11,-10.37743384,-10.51474601,1.87977E+15,0.059599594,4.109,0.722
UGC07323,8,4.07,75.4,3.87,18.68,58.69,0,28.37,0,1.256E+20,4.52639E-11,3.02026E-11,-10.34424764,-10.51995499,2.03926E+15,0.064656319,4.109,0.722
UGC07323,8,4.65,79.5,3.87,24.75,61.08,0,21.05,0,1.43499E+20,4.40439E-11,3.02673E-11,-10.35611462,-10.51902616,2.1774E+15,0.069036033,4.109,0.722
UGC07323,8,5.23,82.8,3.87,27.13,61.82,0,14.07,0,1.61398E+20,4.24779E-11,2.82392E-11,-10.37183694,-10.54914718,2.39069E+15,0.075798516,4.109,0.722
UGC07323,8,5.82,85.6,3.87,28.72,60.87,0,9.18,0,1.79605E+20,4.0797E-11,2.5222E-11,-10.38937138,-10.59822115,2.66852E+15,0.084607399,4.109,0.722
UGC07399,8.43,0.61,47.3,2.77,2.98,31.89,0,131.44,0,1.88246E+19,1.18849E-10,5.44953E-11,-9.925003475,-10.26364084,5.87737E+14,0.018634666,1.156,0.745
UGC07399,8.43,1.22,70.4,3.27,8.37,39,0,39.39,0,3.76492E+19,1.31641E-10,4.226E-11,-9.880610434,-10.37407004,9.43872E+14,0.029926175,1.156,0.745
UGC07399,8.43,1.84,83.7,2.5,14.43,37.15,0,17.04,0,5.67824E+19,1.23378E-10,2.79725E-11,-9.908762829,-10.55326825,1.42476E+15,0.045173039,1.156,0.745
UGC07399,8.43,2.45,89.1,2.45,17.93,36.43,0,13.6,0,7.5607E+19,1.05001E-10,2.18053E-11,-9.978806598,-10.66143886,1.86209E+15,0.059038966,1.156,0.745
UGC07399,8.43,3.07,91.7,2.48,20.44,35.9,0,7.77,0,9.47402E+19,8.87574E-11,1.80135E-11,-10.05179563,-10.74440164,2.29334E+15,0.072712032,1.156,0.745
UGC07399,8.43,3.68,95.1,3.01,21.54,34.58,0,5.32,0,1.13565E+20,7.96374E-11,1.4615E-11,-10.09888271,-10.83520159,2.78755E+15,0.08838142,1.156,0.745
UGC07399,8.43,4.3,96.9,3.62,21.34,33.94,0,4.08,0,1.32698E+20,7.07592E-11,1.21126E-11,-10.15021682,-10.91676224,3.30989E+15,0.104942552,1.156,0.745
UGC07399,8.43,4.91,100,3.9,23.04,32.94,0,2.41,0,1.51523E+20,6.59968E-11,1.06643E-11,-10.18047741,-10.97206691,3.7694E+15,0.119511714,1.156,0.745
UGC07399,8.43,5.52,103,4.82,25.45,31.6,0,1.92,0,1.70347E+20,6.22787E-11,9.66416E-12,-10.20566055,-11.01483591,4.19842E+15,0.13311401,1.156,0.745
UGC07399,8.43,6.13,106,4.97,25.55,31.05,0,1.31,0,1.89172E+20,5.93957E-11,8.54728E-12,-10.22624467,-11.06817189,4.70451E+15,0.149160028,1.156,0.745
UGC07524,4.74,0.35,14.4,2.82,-0.61,15.45,0,54.27,0,1.0801E+19,1.91982E-11,2.21345E-11,-10.71673898,-10.65493053,6.9855E+14,0.022148053,2.436,1.779
UGC07524,4.74,0.69,24.4,3.97,-1.22,17.95,0,43.05,0,2.12934E+19,2.79598E-11,1.52015E-11,-10.55346536,-10.81811452,1.18353E+15,0.037524773,2.436,1.779
UGC07524,4.74,1.03,29.2,3.26,-2.04,20.19,0,30.93,0,3.17858E+19,2.68246E-11,1.29554E-11,-10.57146744,-10.88754923,1.56636E+15,0.049662605,2.436,1.779
UGC07524,4.74,1.38,32.9,3.73,-1.72,21.43,0,26.57,0,4.25868E+19,2.54166E-11,1.08532E-11,-10.59488321,-10.96444197,1.98088E+15,0.062805373,2.436,1.779
UGC07524,4.74,1.72,37.8,3.41,3.47,22.82,0,24.96,0,5.30792E+19,2.6919E-11,1.00377E-11,-10.56994077,-10.99836561,2.29956E+15,0.072909363,2.436,1.779
UGC07524,4.74,2.07,42,3.12,3.53,25.15,0,21.49,0,6.38802E+19,2.76142E-11,1.00968E-11,-10.55886769,-10.99581773,2.51531E+15,0.07974993,2.436,1.779
UGC07524,4.74,2.41,45.1,2.92,4.13,26.82,0,19.73,0,7.43726E+19,2.73489E-11,9.90108E-12,-10.56305988,-11.00431729,2.74072E+15,0.086896731,2.436,1.779
UGC07524,4.74,2.76,47.6,2.79,6.88,28.98,0,17.35,0,8.51736E+19,2.66017E-11,1.04161E-11,-10.5750911,-10.98229581,2.85957E+15,0.090664802,2.436,1.779
UGC07524,4.74,3.1,52.3,2.78,9.39,30.06,0,14.95,0,9.5666E+19,2.85921E-11,1.03671E-11,-10.54375424,-10.98434415,3.03774E+15,0.09631395,2.436,1.779
UGC07524,4.74,3.45,57.3,2.78,11.99,30.89,0,12.04,0,1.06467E+20,3.08386E-11,1.03126E-11,-10.51090577,-10.98663158,3.21309E+15,0.10187359,2.436,1.779
UGC07524,4.74,3.79,61.4,2.93,14.78,31.14,0,11.79,0,1.16959E+20,3.22331E-11,1.01586E-11,-10.49169839,-10.99316459,3.39313E+15,0.107581643,2.436,1.779
UGC07524,4.74,4.14,64.5,3.42,16.87,32.08,0,10.85,0,1.2776E+20,3.25629E-11,1.02827E-11,-10.48727683,-10.98789236,3.52488E+15,0.11175903,2.436,1.779
UGC07524,4.74,4.48,66.4,4.53,18.27,32.77,0,9.51,0,1.38253E+20,3.18906E-11,1.01818E-11,-10.49633778,-10.99217438,3.68489E+15,0.116832176,2.436,1.779
UGC07524,4.74,4.82,66.9,5.46,19.32,33.02,0,8.75,0,1.48745E+20,3.00891E-11,9.83953E-12,-10.52159072,-11.00702566,3.88807E+15,0.123274322,2.436,1.779
UGC07524,4.74,5.17,69.4,4.77,19.78,33.86,0,8.46,0,1.59546E+20,3.01879E-11,9.63826E-12,-10.52016752,-11.01600129,4.06859E+15,0.128997766,2.436,1.779
UGC07524,4.74,5.51,70.2,4.44,19.55,34.37,0,6.93,0,1.70039E+20,2.89819E-11,9.19497E-12,-10.5378733,-11.0364498,4.3003E+15,0.136344295,2.436,1.779
UGC07524,4.74,5.86,70.9,4.24,19.78,34.15,0,6.35,0,1.8084E+20,2.77971E-11,8.61244E-12,-10.55600107,-11.0648736,4.5823E+15,0.145285368,2.436,1.779
UGC07524,4.74,6.2,72.3,4.38,20.48,34.36,0,6.28,0,1.91332E+20,2.73205E-11,8.36264E-12,-10.56351102,-11.07765677,4.78324E+15,0.151656316,2.436,1.779
UGC07524,4.74,6.55,73.9,3.51,21.53,34.78,0,5.87,0,2.02133E+20,2.70179E-11,8.27767E-12,-10.56834834,-11.08209214,4.94157E+15,0.156676187,2.436,1.779
UGC07524,4.74,6.89,75,3.22,22.81,35.14,0,5.48,0,2.12625E+20,2.6455E-11,8.2545E-12,-10.57749262,-11.08330939,5.07531E+15,0.1609165,2.436,1.779
UGC07524,4.74,7.25,75.5,3.23,24.09,35.58,0,5.16,0,2.23735E+20,2.54777E-11,8.25201E-12,-10.59384003,-11.08344001,5.20699E+15,0.165091715,2.436,1.779
UGC07524,4.74,7.58,77.1,2.98,25.37,36.1,0,4.85,0,2.33919E+20,2.54123E-11,8.32275E-12,-10.59495637,-11.07973333,5.30151E+15,0.168088321,2.436,1.779
UGC07524,4.74,7.94,77,2.79,26.77,36.68,0,4.42,0,2.45028E+20,2.41972E-11,8.41558E-12,-10.61623497,-11.07491612,5.39593E+15,0.171082103,2.436,1.779
UGC07524,4.74,8.27,77,2.82,28.28,37.11,0,4.01,0,2.55212E+20,2.32316E-11,8.52981E-12,-10.63391998,-11.06906086,5.46992E+15,0.173428096,2.436,1.779
UGC07524,4.74,8.63,78.2,2.93,29.91,37.49,0,3.56,0,2.66322E+20,2.29618E-11,8.63658E-12,-10.63899321,-11.06365845,5.55306E+15,0.176064134,2.436,1.779
UGC07524,4.74,8.97,79.6,3.14,31.07,37.76,0,3.14,0,2.76814E+20,2.28896E-11,8.63815E-12,-10.64036223,-11.06357927,5.66088E+15,0.179482508,2.436,1.779
UGC07524,4.74,9.3,80.3,3.39,32.12,37.98,0,2.76,0,2.86998E+20,2.24674E-11,8.62088E-12,-10.64844778,-11.06444849,5.76984E+15,0.182937185,2.436,1.779
UGC07524,4.74,9.66,81.2,3.66,33.05,38.12,0,2.36,0,2.98108E+20,2.21177E-11,8.53865E-12,-10.65526099,-11.06861071,5.9087E+15,0.18733986,2.436,1.779
UGC07524,4.74,9.99,82.3,3.9,33.75,38.33,0,2.09,0,3.08291E+20,2.19704E-11,8.46034E-12,-10.65816174,-11.07261196,6.03652E+15,0.191392536,2.436,1.779
UGC07524,4.74,10.35,83.8,4.1,34.21,38.96,0,1.89,0,3.19401E+20,2.19863E-11,8.4164E-12,-10.65784823,-11.07487377,6.16034E+15,0.195318479,2.436,1.779
UGC07524,4.74,10.69,79,2.78,34.56,38.32,0,0,0,3.29893E+20,1.89182E-11,8.07175E-12,-10.72311944,-11.09303247,6.39298E+15,0.202694217,2.436,1.779
UGC07559,4.97,0.36,9.31,3.23,2.82,9.53,0,30.89,0,1.11096E+19,7.80191E-12,8.89081E-12,-11.10779906,-11.05105886,1.11784E+15,0.035441896,0.109,0.169
UGC07559,4.97,0.72,15.9,3.23,5.91,14.9,0,16.96,0,2.22192E+19,1.1378E-11,1.15638E-11,-10.94393417,-10.93689991,1.38616E+15,0.043949352,0.109,0.169
UGC07559,4.97,1.08,21.4,3.23,7.85,16.55,0,9,0,3.33288E+19,1.37407E-11,1.00671E-11,-10.86199213,-10.99709479,1.81952E+15,0.057689337,0.109,0.169
UGC07559,4.97,1.45,26.1,3.23,9.57,17.31,0,4.91,0,4.4747E+19,1.52236E-11,8.74295E-12,-10.81748291,-11.05834177,2.26231E+15,0.071728402,0.109,0.169
